,title,author,year,url,abstract,Unnamed: 0
131,Environmental science,"['GT Miller', 'S Spoolman']",2010,https://thuvienso.hoasen.edu.vn/handle/123456789/6938,Introduction 42 Business and revenue models for e-commerce 42 Online marketplace analysis  42 Strategic agility 46 A process for online marketplace analysis 47 Location of trading in,
132,Advancing the science of climate change,"['', 'Panel on Advancing the Science of Climate Change']",2011,https://books.google.com/books?hl=en&lr=&id=QjlkAgAAQBAJ&oi=fnd&pg=PR1&dq=Climate+Change&ots=Nl9yhoGNjU&sig=OBCcvumNMp6q3xjY6rOLpffQ1-0,"climate change (see Foreword). Our charge was to provide a concise overview of past, present,  and future climate change current understanding of climate change and the effectiveness",
133,Climate change,['C Change'],2001,https://careclimatechange.org/wp-content/uploads/2017/06/G20-REPORT-.pdf,to prevent the global temperature from rising above 1.5ºC.  of the global climate change  regime. The German G20 Presidency decided to put sustainable energy and climate change on,
134,Are we adapting to climate change?,"['L Berrang-Ford', 'JD Ford', 'J Paterson']",2011,https://www.sciencedirect.com/science/article/pii/S0959378010000968,", has not been extensively applied to environmental and climate change studies but offers   on climate change approximately every 5 years, yet with 1000s of climate change articles",
135,Geographical information systems,"['PA Longley', 'JA Cheshire']",2017,https://www.taylorfrancis.com/chapters/edit/10.4324/9781315736822-21/geographical-information-systems-paul-longley-james-cheshire,"(2015), there is general consensus that the term ‘GI system’ was first coined by Roger  Tomlinson in the mid-1960s when his Canada Geographic Information System or CGIS was used",
136,Principles of geographical information systems,"['PA Burrough', 'RA McDonnell', 'CD Lloyd']",2015,https://books.google.com/books?hl=en&lr=&id=kvoJCAAAQBAJ&oi=fnd&pg=PP1&dq=Geographical+Information+Systems&ots=aMC85oz8LA&sig=mSeVY6ZaBhAUmENK0JrHfc28bvk,"spatial data in geographical information systems (GIS) is as  The digital world of geographic  data collection and provision  speeds, and the new information technologies were changing",
137,Geographic information systems: an introduction,['T Bernhardsen'],2002,https://books.google.com/books?hl=en&lr=&id=e-yvDHkDLJQC&oi=fnd&pg=PR10&dq=Geographical+Information+Systems&ots=55R0pBPT5J&sig=vfxmjcEjw4DvRF8AhN7kzqIhUy4,"Figure 1.2 By use of geographical information systems, a simplified world can be brought  into  Today, geographical information systems are in the process of filling the upper half of the",
138,Agricultural robotics,['SG Vougioukas'],2019,https://www.annualreviews.org/content/journals/10.1146/annurev-control-053018-023617,"(1–6), the large majority of agricultural robots have been (and are being) developed for  to  agricultural robots for crop production, and more specifically to ground robots participating in",
139,Agricultural robotics for field operations,"['S Fountas', 'N Mylonas', 'I Malounas', 'E Rodias']",2020,https://www.mdpi.com/1424-8220/20/9/2672,the digital perspective of mainly commercial agricultural robots has been reviewed as well [  -robotics [17]. As weed control robots are among the most developed agricultural robots so far,
140,Research and development in agricultural robotics: A perspective of digital farming,"['RR Shamshiri', 'C Weltzien', 'IA Hameed', 'IJ Yule']",2018,https://ntnuopen.ntnu.no/ntnu-xmlui/handle/11250/2595468,"latest achievements in agricultural robotics, specifically those  The concepts of multi-robots,  human-robot collaboration, and  and research focuses in agricultural field robotics is towards",
141,Characterizing and measuring sustainable development,"['TM Parris', 'RW Kates']",2003,https://www.annualreviews.org/content/journals/10.1146/annurev.energy.28.050302.105551,"tolink environment and development, and for  sustainable development,much work (over  500 efforts) has been devoted to developing quantitativeindicators of sustainable development.",
142,An introduction to sustainable development,['J Elliott'],2012,https://www.taylorfrancis.com/books/mono/10.4324/9780203844175/introduction-sustainable-development-jennifer-elliott,of sustainable development with particular reference to developing countries. The contested  nature of sustainable development  within environmentalism and development thinking. The,
143,Sustainable development: A guide to the literature,['D Mitlin'],1992,https://journals.sagepub.com/doi/abs/10.1177/095624789200400112,"sustainable development? There is little agreement as to the causes of the present lack of  sustainable  dimensions of the debate about sustainable development, and to suggest some",
144,Supply chain management integration and implementation: a literature review,['D Power'],2005,https://www.emerald.com/insight/content/doi/10.1108/13598540510612721/full/html,"The truly strategic nature of supply chain management thus becomes  of supply chain  management practices. As such, it is organized into the following sub-sections: • Supply chain",
145,Defining supply chain management,"['JT Mentzer', 'W DeWitt', 'JS Keebler', 'S Min']",2001,https://onlinelibrary.wiley.com/doi/abs/10.1002/j.2158-1592.2001.tb00001.x,"supply chain flows in any supply chain management planning, organization, or process.  Figure 3 also reminds managers that we do not live in a domestic world—most supply chains",
146,Effective supply chain management,['T Davis'],1993,http://blogt.ethz.ch/ETHambassadors/files/2018/06/Davis-Effective-SCM.pdf,"not constitute good supply chain management without a  present a complete supply chain  management methodology.  to better manage its supply chain, ultimately improving customer",
147,Optimization of logistics,"['A Yalaoui', 'H Chehade', 'F Yalaoui', 'L Amodeo']",2012,https://books.google.com/books?hl=en&lr=&id=sZY-VcDpxycC&oi=fnd&pg=PP10&dq=Logistics+Optimization&ots=9A02srXR_W&sig=yQdG_QnV2n5h7ER-wXYtFrtcvSM,"Finally, an optimization phase is regularly used to improve the performance of the system.   modeling logistics systems and to present some single and multiple criteria optimization tools",
148,Logistics optimization: Application of optimization modeling in inbound logistics,"['K Arayapan', 'P Warunyuwong']",2009,https://www.diva-portal.org/smash/record.jsf?pid=diva2:223629,chain and logistics performance. The logistics optimization proposed in this paper is another  idea to increase supply chain and logistics efficiency through mathematical programming.,
149,Automated multi-objective construction logistics optimization system,"['H Said', 'K El-Rayes']",2014,https://www.sciencedirect.com/science/article/pii/S0926580514000697,"optimization techniques to generate optimal logistics plans that represent different balances  between minimizing logistics  multi-objective optimization of construction logistics planning,",
150,Statistical modeling,"['MC Neale', 'SM Boker', 'G Xie', 'HM Maes']",1999,http://mirror.vcu.edu/pub/mx/doc/mxmang10.pdf,"After all, we are fitting the same model and simply calculating a few more statistics. MX  computes likelihood-based confidence intervals which have superior statistical properties to the",
151,Statistical models,"['JM Chambers', 'TJ Hastie']",2017,https://www.taylorfrancis.com/chapters/edit/10.1201/9780203738535-2/statistical-models-john-chambers-trevor-hastie,"model to understand or predict beyond the context of the current data. (For these reasons,  useful statistical modeling  model to predict mileage for other automobiles. The convenience of",
152,Mx: statistical modeling,"['MC Neale', 'SM Boker', 'G Xie', 'HH Maes']",1997,http://ajax.chpc.vcu.edu/pub/mx/doc/mx.ps,We note rst that the second model implicitly constrains the variance to be positive. This  a  model of a variance since an observed variance can never be negative. If we ta model involving,
153,Multivariate analysis,['MS Bartlett'],1947,https://www.jstor.org/stable/2984113,"THE advances in recent years in the theory of multivariate statistica-l analysis seemed to me   I am thi'nking particularly of the chapter on multivariate analysis -in Volume IL of Kendall's tr,",
154,Introduction to multivariate analysis,['C Chatfield'],2018,https://www.taylorfrancis.com/books/mono/10.1201/9780203749999/introduction-multivariate-analysis-chris-chatfield,"This book provides an introduction to the analysis of multivariate data.It describes multivariate  probability distributions, the preliminary analysisof a large -scale set of data, princ iple",
155,Chapter VIII: multivariate analysis,"['EM Cramer', 'RD Bock']",1966,https://journals.sagepub.com/doi/abs/10.3102/00346543036005604,"analysis, canonical correlation, and multivariate analysis of variance (MANOVA). Of these,  multivariate analysis  correlation and discriminant analysis as adjuncts of the analysis (Bock,",
156,Time series analysis,['JD Hamilton'],2020,https://books.google.com/books?hl=en&lr=&id=BeryDwAAQBAJ&oi=fnd&pg=PP1&dq=Time+Series+Analysis&ots=BhyW33bWim&sig=Gl_kY6tWOFabGn54SQoOyKljaUY,"in the last decade, as “time series econometrics"" has practically come to  analysis of dynamic  systems, while others summarize the earlier literature on statistical inference for time series",
157,Time series analysis,['JD Cryer'],1986,https://mybiostats.wordpress.com/wp-content/uploads/2015/03/time-series-analysis-with-applications-in-r-cryer-and-chan.pdf,"series and, possibly, other related series or factors. This chapter will introduce a variety of  examples of time series  A somewhat unique feature of time series and their models is that we",
158,Time series analysis,"['JD Cryer', 'N Kellet']",1991,https://link.springer.com/content/pdf/10.1007/978-0-387-75959-3.pdf,"series and, possibly, other related series or factors. This chapter will introduce a variety of  examples of time series  A somewhat unique feature of time series and their models is that we",
159,Data visualization: The state of the art,"['FH Post', 'G Nielson', 'GP Bonneau']",2002,https://books.google.com/books?hl=en&lr=&id=WAZYsfeMi4kC&oi=fnd&pg=PR9&dq=Data+Visualization&ots=gFbYPs6M5w&sig=QRi4z75Y1YO5b9-EdpxDnybjHIU,"Therefore, the phrase'Data Visualization'is gaining acceptance to include both the scientific  and information visualization fields. Today, data visualization has become a very active and",
160,Seaborn: statistical data visualization,['ML Waskom'],2021,https://joss.theoj.org/papers/10.21105/joss.03021.pdf,Data visualization is an indispensable part of the scientific process. Effective visualizations   As color is particularly important in data visualization and no single set of defaults is,
161,Data visualization: a practical introduction,['K Healy'],2018,https://books.google.com/books?hl=en&lr=&id=3XOYDwAAQBAJ&oi=fnd&pg=PR11&dq=Data+Visualization&ots=I_b44TeqWY&sig=d_lAOgkHBWQZ_rYlPEmTj5b-Xhw,"Scatterplots are the workhorse of data visualization in social science, and we will be looking  at a lot of them. The data for Anscombe’s plots comes bundled with R. You can look at it by",
162,Statistics,['D Statistics'],2013,https://www.torrossa.com/gs/resourceProxy?an=5189167&publisher=FZP755,1. Data in this document are presented in the form of one table per economy for a ten-year  time series (2006-2015). The time series items shown for each economy vary depending on,
163,Statistics,['HT Hayslett'],2014,https://books.google.com/books?hl=en&lr=&id=zW3iBQAAQBAJ&oi=fnd&pg=PP1&dq=Statistics&ots=mudqJ3j0w6&sig=eD2flS5J_o64dYoBD5oYSALODfw,"Statistics covers the basic principles of Statistics. The book starts by tackling the importance  and the two kinds of statistics , confidence limits, non-parametric statistics, and the analysis of",
164,Statistics for research,"['S Dowdy', 'S Wearden', 'D Chilko']",2011,https://books.google.com/books?hl=en&lr=&id=IIv1tchEN7MC&oi=fnd&pg=PR5&dq=Statistics&ots=1wvuvBxz2V&sig=KMEXpKBe7nNnaBVahPm6M3p2Su8,"statistics in research, and we have taken two specific measures to accomplish this goal. First,  to explain that statistics  before any actual application of statistics to relevant problems. Thus",
165,Mathematical modeling,['M Meerschaert'],2013,https://books.google.com/books?hl=en&lr=&id=cI03SqP4vVgC&oi=fnd&pg=PP1&dq=Mathematical+Modeling&ots=DSht8ooR8n&sig=zxk_vT4Lhbuf8tTWBtcBaIzdX5A,"one kind of mathematical model, this book covers the broad spectrum of modeling problems,   use all of the mathematics they know (because that is what it takes to solve real problems).",
166,An introduction to mathematical modeling,['EA Bender'],2000,https://books.google.com/books?hl=en&lr=&id=adf515kSDOkC&oi=fnd&pg=PA1&dq=Mathematical+Modeling&ots=8fl68nVX7N&sig=v8RuQVq4BPJxsni6cVVC9VOr3Yk,"discussion: A mathematical model is an abstract, simplified, mathematical construct related   which to build your own understanding of mathematical modeling. We now have a problem:",
167,Progress of mathematical modeling on ejectors,"['S He', 'Y Li', 'RZ Wang']",2009,https://www.sciencedirect.com/science/article/pii/S1364032108001779,"of various researches of the mathematical model on the hydrodynamic and thermodynamic   the mainstream mathematical models. Besides, some empirical/semi-empirical models are",
168,Operations research,['RK Gupta'],1992,https://books.google.com/books?hl=en&lr=&id=Ez_JBUtbglIC&oi=fnd&pg=PA40&dq=Operations+Research&ots=h87Z0o7MEx&sig=ZLHvyFA4na_aR2c-1gJ8FZ5I8ak,"The book entitled"" Operations Research"" for UPTECH MBA is written according to the latest  syllabus prescribed by UPTECH University for MBA 2nd Year. The book is also helpful for",
169,Methods of operations research,"['PMC Morse', 'GE Kimball', 'SI Gass']",2003,https://books.google.com/books?hl=en&lr=&id=ChvP-vdjl8wC&oi=fnd&pg=PP17&dq=Operations+Research&ots=1J_kv9LGmA&sig=nlZ5rvoCSCc4zRk7ldaxozgjQz0,"of a committee on operations research of the US National Research Council and of an   research, it is often the operations research group that can best decide whether a certain research",
170,Introduction to operations research,"['FS Hillier', 'GJ Lieberman']",2015,https://thuvienso.hoasen.edu.vn/handle/123456789/8952,", vice provost and dean of research, vice provost and dean of  research was in the stochastic  areas of operations research,  statesman of the field of operations research, Dr. Lieberman",
171,Game theory,['G Owen'],2013,https://books.google.com/books?hl=en&lr=&id=yeVbAAAAQBAJ&oi=fnd&pg=PP2&dq=Game+Theory&ots=Yp2-PCWHpl&sig=KZls6sLceykxJ62hJsbMEcb5I70,"From a purely theoretic point of view, however, we can overlook this practical limitation, and  assume that, even before the game starts, each player has already decided what he will do",
172,Game theory,"['M Maschler', 'S Zamir', 'E Solan']",2020,https://books.google.com/books?hl=en&lr=&id=o6UlEAAAQBAJ&oi=fnd&pg=PR14&dq=Game+Theory&ots=HlzXJvRvoj&sig=1m2VWGMyzZBjbN3GnBiOBxrDXfA,"games, this comprehensive introduction to game theory also includes some advanced chapters  on auctions, games with incomplete information, games with  guide to game theory from",
173,Game theory,['D Fudenberg'],1991,https://books.google.com/books?hl=en&lr=&id=pFPHKwXro3QC&oi=fnd&pg=PR15&dq=Game+Theory&ots=P47OtrwoTC&sig=sZxm__DbcMKRySq6Wzqf4MZxdQA,Game theory Game theory,
174,Combinatorial optimization,"['BH Korte', 'J Vygen', 'B Korte', 'J Vygen']",2011,https://link.springer.com/content/pdf/10.1007/978-3-662-56039-6.pdf,"Of course, no book on combinatorial optimization can be absolutely comprehensive.  on  combinatorial optimization and from special classes on topics like polyhedral combinatorics or",
175,Combinatorial optimization,"['WJ Cook', 'WH Cunningham', 'WR Pulleyblank']",1994,https://link.springer.com/content/pdf/10.1007/978-3-540-76796-1.pdf,This book is written by leading experts in combinatorial optimization. All papers were  for  the field: combinatorial optimization builds bridges between areas like combinatorics and graph,
176,Handbook of combinatorial optimization,"['D Du', 'PM Pardalos']",1998,https://books.google.com/books?hl=en&lr=&id=w0rmms0_hMMC&oi=fnd&pg=PP9&dq=Combinatorial+Optimization&ots=IIce591pfK&sig=oUgUOE5d3Z4oyLIGCvopFvPRd6E,"A scheduling problem is a special type of combinatorial optimization problem. Thus, we can  use the methodology that is used for combinatorial optimization. For example, the main tools",
177,Fuzzy logic,"['B Kosko', 'S Isaka']",1993,https://www.jstor.org/stable/24941550,BART KOSKO and SATORU ISAKA are pioneers in the development of fuzzy logic systems.  Kosko holds degrees in philosophy and economics from the University of Southern California,
178,Metamathematics of fuzzy logic,['P Hájek'],2013,https://books.google.com/books?hl=en&lr=&id=aChrCQAAQBAJ&oi=fnd&pg=PR7&dq=Fuzzy+Logic&ots=UMLOpCPvZk&sig=lkrvQdTT-1zoigwlZENXtS7RK4I,the strictly logical basis of fuzzy logic (in the usual broad sense) is very useful for fuzzy logic   (classical) logicians and researchers in fuzzy logic promises to lead to deeper cooperation,
179,Fuzzy logic systems for engineering: a tutorial,['JM Mendel'],1995,https://ieeexplore.ieee.org/abstract/document/364485/,"primers on fuzzy sets and FL, after which we shall return to probability versus fuzzy logic.   of crisp set theory to fuzzy set theory, our extension of crisp logic to fuzzy logic is made by",
180,Evolutionary algorithms,"['T Bartz‐Beielstein', 'J Branke', 'J Mehnen']",2014,https://wires.onlinelibrary.wiley.com/doi/abs/10.1002/widm.1124,"Evolutionary algorithm (EA) is an umbrella term  algorithms that in some sense mimic  natural evolution. Prominent representatives of such algorithms are genetic algorithms, evolution",
181,An overview of evolutionary algorithms for parameter optimization,"['T Bäck', 'HP Schwefel']",1993,https://ieeexplore.ieee.org/abstract/document/6791438/,"Three main streams of evolutionary algorithms (EAs), probabilistic optimization algorithms  based on the model of natural evolution, are compared in this article: evolution strategies (ESs",
182,Introduction to evolutionary algorithms,"['X Yu', 'M Gen']",2010,https://books.google.com/books?hl=en&lr=&id=rHQf_2Dx2ucC&oi=fnd&pg=PR8&dq=Evolutionary+Algorithms&ots=xOzf0uBnuQ&sig=wEeTzFENqyPIt639hgiDhWwbZek,"Evolutionary algorithms (EAs) are becoming increasingly  as genetic algorithms, differential  evolution, evolution strategy,  , estimation of distribution algorithms, ant colony optimization,",
183,Genetic algorithms,['JH Holland'],1992,https://www.jstor.org/stable/24939139,"technique, the genetic algorithm, that is well suited to evolution by both mating and mutation.  During the next decade, I worked to extend the scope of genetic algorithms by creating a",
184,Genetic algorithms,"['SN Sivanandam', 'SN Deepa', 'SN Sivanandam']",2008,https://link.springer.com/content/pdf/10.1007/978-3-540-73190-0_2.pdf,With Genetic Algorithm one looks for the best solution among a number of possible  solutionsrepresented by one point in the search space ie; GAs are used to search the search space,
185,An introduction to genetic algorithms,['M Mitchell'],1998,https://books.google.com/books?hl=en&lr=&id=0eznlz0TF-IC&oi=fnd&pg=IA2&dq=Genetic+Algorithms&ots=sjkI324cKk&sig=3ybXHMtGErBgp_vG5APxnkwvBj4,the rapidly growing field of genetic algorithms (GAs). Its  In technology and science GAs have  been used as adaptive algorithms  The first chapter introduces genetic algorithms and their,
186,Swarm intelligence,['J Kennedy'],2006,https://link.springer.com/chapter/10.1007/0-387-27705-6_6,"The information-processing units that compose a swarm can be animate, mechanical,   swarm intelligence, this chapter will focus on the particular approach known as particle swarm",
187,Swarm intelligence,"['RC Eberhart', 'Y Shi', 'J Kennedy']",2001,https://books.google.com/books?hl=en&lr=&id=Z1z3byh1JAsC&oi=fnd&pg=PR13&dq=Swarm+Intelligence&ots=rCC0Du46pI&sig=-DCNdaEz_FbC_ykobXQ48u38c1A,"Therefore, using a swarm-intelligent system to solve a problem requires a thorough  of  swarm intelligence (at least our brand of it) have been developed, that swarm intelligent systems",
188,Swarm intelligence,"['M Dorigo', 'M Birattari', 'S Garnier', 'H Hamann']",2007,https://link.springer.com/content/pdf/10.1007/978-3-319-44427-7.pdf,"swarm intelligence. In 2004, this development was acknowledged by the inclusion of the term  “Swarm Intelligence” officially devoted to the field of swarm intelligence as a whole, without",
189,Overview of artificial neural networks,"['J Zou', 'Y Han', 'SS So']",2009,https://link.springer.com/protocol/10.1007/978-1-60327-101-1_2,"gives birth to an artificial neural network (ANN). In this chapter, we first discuss the biological  neural networks and follow with an  Finally, we review several examples of neural networks.",
190,Artificial neural networks,['B Yegnanarayana'],2009,https://books.google.com/books?hl=en&lr=&id=RTtvUVU_xL4C&oi=fnd&pg=PR9&dq=Artificial+Neural+Networks&ots=Ge84wqDMRz&sig=rJU7NLYtNpeufaWvF3W8HF3EZgA,a single computing element (or artificial neuron) and some simple  In an artificial neural  network the changes of activation values  the ability of an artificial neural network to accomplish a,
191,Artificial neural networks,['A Abraham'],2005,http://wsc10.softcomputing.net/ann_chapter.pdf,"Mammalian neuron. A typical artificial neuron and the modeling of a multilayered neural  network are illustrated in Figure 2. Referring to Figure 2, the signal flow from inputs x1,...,xn is",
192,Support vector machines,"['MA Hearst', 'ST Dumais', 'E Osuna', 'J Platt']",1998,https://ieeexplore.ieee.org/abstract/document/708428/,My first exposure to Support Vector Machines came this spring when heard Sue Dumais  present impressive results on text categorization using this analysis technique. This issue's,
193,Support vector machines,"['D Meyer', 'FT Wien']",2001,https://citeseerx.ist.psu.edu/document?repid=rep1&type=pdf&doi=4850faab0aab5c4b40fcdd5a77d9e7626a163db5,"between the classes’ closest points (see Figure 1)—the points lying on the boundaries are  called support vectors, and the middle of the margin is our optimal separating hyperplane;",
194,Support Vector Machines,['I Steinwart'],2008,https://books.google.com/books?hl=en&lr=&id=HUnqnrpYt4IC&oi=fnd&pg=PA1&dq=Support+Vector+Machines&ots=gbeKBB2sVd&sig=guiYP515l4fVTFVO0woLF2xmQTg,Support Vector Machines Support Vector Machines,
195,Decision trees,['B De Ville'],2013,https://wires.onlinelibrary.wiley.com/doi/abs/10.1002/wics.1278,"decision trees and trees designed for machine learning. The unfolding and progressive  elucidation of the various features of trees  in exceptionally adaptable decision tree tools,",
196,What are decision trees?,"['C Kingsford', 'SL Salzberg']",2008,https://www.nature.com/articles/nbt0908-1011,"In practice, boosting is often applied to combine decision trees. Alternating decision trees  11 are a generalization of decision trees that result from applying a variant of boosting to",
197,Decision trees: a recent overview,['SB Kotsiantis'],2013,https://link.springer.com/article/10.1007/s10462-011-9272-4,"Decision tree  decision tree issues and current research points. Of course, a single  article cannot be a complete review of all algorithms (also known induction classification trees",
198,Random forests,['L Breiman'],2001,https://link.springer.com/article/10.1023/a:1010933404324,"The simplest random forest with random features is formed by selecting at random, at each  node, a small group of input variables to split on. Grow the tree using CART methodology to",
199,Random forests,"['T Hastie', 'R Tibshirani', 'J Friedman', 'T Hastie']",2009,https://link.springer.com/content/pdf/10.1007/978-0-387-84858-7_15.pdf,"Leo Breiman’s1 collaborator Adele Cutler maintains a random forest website2 where the   not cause the random forest sequence to overfit; like bagging, the random forest estimate (",
200,Analysis of a random forests model,['G Biau'],2012,https://www.jmlr.org/papers/volume13/biau12a/biau12a.pdf,"random forests and other randomized ensemble predictors. Nevertheless, the statistical  mechanism of “true” random forests is  go one step further into random forests by working out and",
201,K-nearest neighbor,['LE Peterson'],2009,http://scholarpedia.org/article/K-Nearest_Neighbor,"For k-nearest neighbors, the predicted class of test sample \(\textbf{x}\) is set equal to the  most frequent true class among \(k\) nearest training samples. This forms the decision rule \(D:\",
202,K-nearest neighbors,"['O Kramer', 'O Kramer']",2013,https://link.springer.com/chapter/10.1007/978-3-642-38652-7_2,ISRL 51 - K-Nearest Neighbors Page 1 2 K-Nearest Neighbors 2.1 Introduction This chapter  gives an introduction to pattern recognition and machine learning via K-nearest neighbors.,
203,Classification with learning k-nearest neighbors,"['J Laaksonen', 'E Oja']",1996,https://ieeexplore.ieee.org/abstract/document/549118/,"The nearest neighbor (NN) classifiers, especially the k-NN algorithm, are among the simplest  and yet most efficient classification rules and are widely used in practice. We introduce",
204,Naïve Bayes.,"['GI Webb', 'E Keogh', 'R Miikkulainen']",2010,https://www.researchgate.net/profile/Geoffrey-Webb/publication/306313918_Naive_Bayes/links/5cab15724585157bd32a75b6/Naive-Bayes.pdf,"Naïve Bayes is a simple learning algorithm that utilizes Bayes’ rule together with a strong   While this independence assumption is often violated in practice, naïve Bayes nonetheless",
205,An empirical study of the naive Bayes classifier,['I Rish'],2001,https://citeseerx.ist.psu.edu/document?repid=rep1&type=pdf&doi=2825733f97124013e8841b3f8a0f5bd4ee4af88a,istics which affect the performance of naive Bayes. Our approach uses Monte Carlo  yield  good performance of naive Bayes. We also demonstrate that naive Bayes works well for certain,
206,An implementation of naive bayes classifier,['FJ Yang'],2018,https://ieeexplore.ieee.org/abstract/document/8947658/,"The necessity of classification is highly demanded in real life. As a mathematical classification  approach, the Naive Bayes classifier involves a series of probabilistic computations for the",
207,Principal component analysis,"['H Abdi', 'LJ Williams']",2010,https://wires.onlinelibrary.wiley.com/doi/abs/10.1002/wics.101,The geometric steps for finding the components of a principal component analysis. To find  the omponents (1) center the variables then plot them against each other. (2) Find the main,
208,Principal component analysis,"['M Greenacre', 'PJF Groenen', 'T Hastie']",2022,https://www.nature.com/articles/s43586-022-00184-w,"Principal component analysis is a versatile statistical method for reducing a cases-by-variables  data table to its essential features, called principal components. Principal components",
209,Principal component analysis,"['S Wold', 'K Esbensen', 'P Geladi']",1987,https://www.sciencedirect.com/science/article/pii/0169743987800849,"A data matrix X with its first two principal components. Index i is used for objects (rows) and  index k  estimation of the number of components in factor and principal components models,",
210,Linear regression,"['X Su', 'X Yan', 'CL Tsai']",2012,https://wires.onlinelibrary.wiley.com/doi/abs/10.1002/wics.1198,Linear regression plays a fundamental role in statistical modeling. This article provides a  step‐by‐step coverage of linear  in linear regression and intimately relevant extensions of linear,
211,Introduction to linear regression analysis,"['DC Montgomery', 'EA Peck', 'GG Vining']",2021,https://books.google.com/books?hl=en&lr=&id=tCIgEAAAQBAJ&oi=fnd&pg=PR13&dq=Linear+Regression&ots=lgtfTxl4Jl&sig=N_NJtcvfccbXVt3mIFuFzkSFTGA,Equation (1.2) is called a linear regression model. Customarily x is called the independent   a simple linear regression model. To gain some additional insight into the linear regression,
212,Linear regression,['J Groß'],2012,https://books.google.com/books?hl=en&lr=&id=enwQBwAAQBAJ&oi=fnd&pg=PA3&dq=Linear+Regression&ots=KI9Vx01TQi&sig=mMKXM8tTgh7kLi1NXLmSqgOdpWc,In linear regression the ordinary least squares estimator plays a central role and sometimes  one may get the impression that it is the only reasonable and applicable estimator available.,
213,Logistic regression,['MP LaValley'],2008,https://www.ahajournals.org/doi/abs/10.1161/Circulationaha.106.682658,"Unlike linear regression, there is no formula for the estimates of for logistic regression. Finding   that perform logistic regression, but it makes logistic regression less understandable and",
214,Logistic regression,"['TG Nick', 'KM Campbell']",2007,https://link.springer.com/protocol/10.1007/978-1-59745-530-5_14,"papers with logistic models or logistic regression as search  logistic regression model, the  binary logistic model. We then describe both the simple and multiple binary logistic regression",
215,Applied logistic regression,"['DW Hosmer Jr', 'S Lemeshow', 'RX Sturdivant']",2013,https://books.google.com/books?hl=en&lr=&id=bRoxQBIZRd4C&oi=fnd&pg=PR13&dq=Logistic+Regression&ots=kM2SrtcYb6&sig=xJcgf-5hrytvpokJxPoOFnxTnD0,"logistic regression and linear regression with an example. Applied Logistic Regression, Third  Edition.  A transformation of π(x) that is central to our study of logistic regression is the logit",
216,A review of clustering techniques and developments,"['A Saxena', 'M Prasad', 'A Gupta', 'N Bharill', 'OP Patel']",2017,https://www.sciencedirect.com/science/article/pii/S0925231217311815,Clustering techniques  will discuss various clustering approaches with inherent techniques.  The reason for having different clustering approaches towards various techniques is due to,
217,A short review on different clustering techniques and their applications,"['A Ghosal', 'A Nandy', 'AK Das', 'S Goswami']",2020,https://link.springer.com/chapter/10.1007/978-981-13-7403-6_9,"where clustering technique has been used successfully.  Method (SCM), Semantic Driven  Subtractive Clustering Method ( Fortunately, we have yet another clustering technique—Fuzzy",
218,Clustering techniques,['P Michaud'],1997,https://www.sciencedirect.com/science/article/pii/S0167739X97000174,of partitioning a population into clusters (or classes). The  cluster are “similar” and elements  of different clusters are “dissimilar” in terms of the m attributes. Here we define the clustering,
219,Deep reinforcement learning: An overview,['Y Li'],2017,https://arxiv.org/abs/1701.07274,"achievements of deep reinforcement learning (RL).  learning, deep learning and reinforcement  learning. Next we discuss core RL elements, including value function, in particular, Deep",
220,Deep reinforcement learning: A brief survey,"['K Arulkumaran', 'MP Deisenroth']",2017,https://ieeexplore.ieee.org/abstract/document/8103164/,", deep learning is enabling reinforcement learning (RL) to scale to problems that were previously  intractable, such as learning  cover central algorithms in deep RL, including the deep Q-",
221,An introduction to deep reinforcement learning,"['V François-Lavet', 'P Henderson', 'R Islam']",2018,https://www.nowpublishers.com/article/Details/MAL-071,Deep reinforcement learning is the combination of reinforcement learning (RL) and deep  learning. This field of research has been able to solve a wide range of complex decisionmaking,
222,A survey of transfer learning,"['K Weiss', 'TM Khoshgoftaar', 'DD Wang']",2016,https://link.springer.com/article/10.1186/S40537-016-0043-6,transfer learning solutions an attractive approach. There are many machine learning  applications that transfer learning  a researcher interested in transfer learning with an overview of,
223,Transfer learning,"['L Torrey', 'J Shavlik']",2010,https://www.igi-global.com/chapter/transfer-learning/36988,"distinction between transfer learning and multi-task learning ( learning is clearly closely  related to transfer, but it does not involve designated source and target tasks; instead the learning",
224,A comprehensive survey on transfer learning,"['F Zhuang', 'Z Qi', 'K Duan', 'D Xi', 'Y Zhu']",2020,https://ieeexplore.ieee.org/abstract/document/9134370/,"representative transfer learning approaches, especially homogeneous transfer learning  approaches, from the perspectives of data and model. The applications of transfer learning are",
225,A review of generalized zero-shot learning methods,"['F Pourpanah', 'M Abdar', 'Y Luo', 'X Zhou']",2022,https://ieeexplore.ieee.org/abstract/document/9832795/,"Elgammal, “Link the head to the” beak”: Zero shot learning from noisy text description at part   Tsarfaty, “ZEST: Zero-shot learning from text descriptions using textual similarity and visual",
226,An embarrassingly simple approach to zero-shot learning,"['B Romera-Paredes', 'P Torr']",2015,https://proceedings.mlr.press/v37/romera-paredes15.html,Zero-shot learning consists in learning how to recognise new  In this paper we describe a  zero-shot learning approach that  We further provide a learning bound on the generalisation,
